-0.01260386,-3.5093467e-07
-0.012590993,-3.4748718e-07
-0.012578125,-3.5005255e-07
-0.012565257,-3.5043657e-07
-0.01255239,-3.480805e-07
-0.012539522,-3.5340906e-07
-0.012526654,-3.5362707e-07
-0.012513787,-3.4742796e-07
-0.012500919,-3.5311597e-07
-0.012488051,-3.5283878e-07
-0.012475184,-3.4992548e-07
-0.012462316,-3.4521623e-07
-0.012449449,-3.4647799e-07
-0.012436581,-3.4728643e-07
-0.012423713,-3.5040907e-07
-0.012410846,-3.5027336e-07
-0.012397978,-3.4924402e-07
-0.01238511,-3.503282e-07
-0.012372243,-3.5158132e-07
-0.012359375,-3.5386663e-07
-0.012346507,-3.5321697e-07
-0.01233364,-3.5551095e-07
-0.012320772,-3.5666588e-07
-0.012307904,-3.5830442e-07
-0.012295037,-3.5363704e-07
-0.012282169,-3.5032095e-07
-0.012269301,-3.5432711e-07
-0.012256434,-3.5153073e-07
-0.012243566,-3.559469e-07
-0.012230699,-3.5456385e-07
-0.012217831,-3.5079301e-07
-0.012204963,-3.4864482e-07
-0.012192096,-3.4778873e-07
-0.012179228,-3.5279247e-07
-0.01216636,-3.5023284e-07
-0.012153493,-3.5246617e-07
-0.012140625,-3.5299167e-07
-0.012127757,-3.499022e-07
-0.01211489,-3.4888153e-07
-0.012102022,-3.535388e-07
-0.012089154,-3.557476e-07
-0.012076287,-3.501144e-07
-0.012063419,-3.5217018e-07
-0.012050551,-3.5109033e-07
-0.012037684,-3.4998302e-07
-0.012024816,-3.5349834e-07
-0.012011949,-3.5349545e-07
-0.011999081,-3.5317205e-07
-0.011986213,-3.5731537e-07
-0.011973346,-3.5777299e-07
-0.011960478,-3.5244444e-07
-0.01194761,-3.5157534e-07
-0.011934743,-3.5473408e-07
-0.011921875,-3.5006815e-07
-0.011909007,-3.546922e-07
-0.01189614,-3.5395014e-07
-0.011883272,-3.5616039e-07
-0.011870404,-3.5706844e-07
-0.011857537,-3.5574749e-07
-0.011844669,-3.5198239e-07
-0.011831801,-3.5233753e-07
-0.011818934,-3.5502998e-07
-0.011806066,-3.5087075e-07
-0.011793199,-3.5276919e-07
-0.011780331,-3.5037125e-07
-0.011767463,-3.5599575e-07
-0.011754596,-3.5421283e-07
-0.011741728,-3.5585283e-07
-0.01172886,-3.5268253e-07
-0.011715993,-3.5920211e-07
-0.011703125,-3.5496782e-07
-0.011690257,-3.5245873e-07
-0.01167739,-3.5345341e-07
-0.011664522,-3.4877595e-07
-0.011651654,-3.4767441e-07
-0.011638787,-3.4960891e-07
-0.011625919,-3.5335234e-07
-0.011613051,-3.5189568e-07
-0.011600184,-3.5181193e-07
-0.011587316,-3.5639124e-07
-0.011574449,-3.5497499e-07
-0.011561581,-3.5651392e-07
-0.011548713,-3.5128931e-07
-0.011535846,-3.5087785e-07
-0.011522978,-3.485651e-07
-0.01151011,-3.4717196e-07
-0.011497243,-3.4899962e-07
-0.011484375,-3.488206e-07
-0.011471507,-3.5642293e-07
-0.01145864,-3.4930279e-07
-0.011445772,-3.5060352e-07
-0.011432904,-3.5022239e-07
-0.011420037,-3.5502401e-07
-0.011407169,-3.5304908e-07
-0.011394301,-3.4879458e-07
-0.011381434,-3.493576e-07
-0.011368566,-3.5212943e-07
-0.011355699,-3.5293499e-07
-0.011342831,-3.4908906e-07
-0.011329963,-3.503999e-07
-0.011317096,-3.5052261e-07
-0.011304228,-3.4915689e-07
-0.01129136,-3.4929983e-07
-0.011278493,-3.4530952e-07
-0.011265625,-3.5042009e-07
-0.011252757,-3.4813621e-07
-0.01123989,-3.5030459e-07
-0.011227022,-3.4876852e-07
-0.011214154,-3.5193593e-07
-0.011201287,-3.4861838e-07
-0.011188419,-3.5075644e-07
-0.011175551,-3.5524622e-07
-0.011162684,-3.5326984e-07
-0.011149816,-3.5358888e-07
-0.011136949,-3.5166735e-07
-0.011124081,-3.5382562e-07
-0.011111213,-3.561528e-07
-0.011098346,-3.4810437e-07
-0.011085478,-3.5175105e-07
-0.01107261,-3.5109131e-07
-0.011059743,-3.5448825e-07
-0.011046875,-3.5432798e-07
-0.011034007,-3.5515376e-07
-0.01102114,-3.5030016e-07
-0.011008272,-3.5509457e-07
-0.010995404,-3.6016614e-07
-0.010982537,-3.5401757e-07
-0.010969669,-3.5635196e-07
-0.010956801,-3.4992045e-07
-0.010943934,-3.5125727e-07
-0.010931066,-3.5135255e-07
-0.010918199,-3.5347185e-07
-0.010905331,-3.5841351e-07
-0.010892463,-3.5528073e-07
-0.010879596,-3.5531248e-07
-0.010866728,-3.5492559e-07
-0.01085386,-3.4976159e-07
-0.010840993,-3.4814901e-07
-0.010828125,-3.4690744e-07
-0.010815257,-3.5214074e-07
-0.01080239,-3.5630424e-07
-0.010789522,-3.5813915e-07
