0.000000000000000000e+00,6.250000000000000000e+02,1.591812183297458105e+00
2.400000000000000000e+01,6.250000000000000000e+02,-5.183325221601017274e-01
4.800000000000000000e+01,6.250000000000000000e+02,-9.406698282717232962e-01
7.200000000000000000e+01,6.250000000000000000e+02,1.461728075736262067e+00
9.600000000000000000e+01,6.250000000000000000e+02,7.479422930842737349e-01
1.200000000000000000e+02,6.250000000000000000e+02,-3.560035433660447168e+00
1.440000000000000000e+02,6.250000000000000000e+02,2.390535427832000792e+00
1.680000000000000000e+02,6.250000000000000000e+02,-1.695347991678125776e+00
1.920000000000000000e+02,6.250000000000000000e+02,-5.754472627870683699e-01
2.160000000000000000e+02,6.250000000000000000e+02,5.445663769366875240e-01
2.400000000000000000e+02,6.250000000000000000e+02,-1.384985657600124563e-03
2.640000000000000000e+02,6.250000000000000000e+02,7.491489702222673408e-01
2.880000000000000000e+02,6.250000000000000000e+02,4.295665826508222040e-01
3.120000000000000000e+02,6.250000000000000000e+02,2.123840495954973040e+00
3.360000000000000000e+02,6.250000000000000000e+02,1.909756021811535698e+00
3.600000000000000000e+02,6.250000000000000000e+02,-2.000277653902109432e+00
3.840000000000000000e+02,6.250000000000000000e+02,-3.815997890322099462e+00
4.080000000000000000e+02,6.250000000000000000e+02,4.118459747864283038e+00
4.320000000000000000e+02,6.250000000000000000e+02,-1.643140535981518102e+00
4.560000000000000000e+02,6.250000000000000000e+02,-2.011122506764277063e+00
4.800000000000000000e+02,6.250000000000000000e+02,5.191458101460102448e-01
5.040000000000000000e+02,6.250000000000000000e+02,-1.213146272758031774e+00
5.280000000000000000e+02,6.250000000000000000e+02,-9.316905028236410757e-01
5.520000000000000000e+02,6.250000000000000000e+02,-2.529768262889772412e+00
5.760000000000000000e+02,6.250000000000000000e+02,2.139010374968713712e+00
6.000000000000000000e+02,6.250000000000000000e+02,-1.617880052197480545e+00
6.240000000000000000e+02,6.250000000000000000e+02,-2.607500283733489077e+00
6.480000000000000000e+02,6.250000000000000000e+02,-4.732239534643273848e-01
6.720000000000000000e+02,6.250000000000000000e+02,2.888148303506528514e+00
6.960000000000000000e+02,6.250000000000000000e+02,-1.236561532044319955e+00
7.200000000000000000e+02,6.250000000000000000e+02,4.523444363383631872e-01
7.440000000000000000e+02,6.250000000000000000e+02,2.336910613556407501e+00
7.680000000000000000e+02,6.250000000000000000e+02,-1.237306039427131354e+00
7.920000000000000000e+02,6.250000000000000000e+02,2.115127652864335073e-01
8.160000000000000000e+02,6.250000000000000000e+02,-2.415448220064055421e-02
8.400000000000000000e+02,6.250000000000000000e+02,-1.857257777623133599e+00
8.640000000000000000e+02,6.250000000000000000e+02,2.644841410442938745e+00
8.880000000000000000e+02,6.250000000000000000e+02,1.979295467517991458e+00
9.120000000000000000e+02,6.250000000000000000e+02,3.534906004671530155e+00
9.360000000000000000e+02,6.250000000000000000e+02,1.253631030882425224e+00
9.600000000000000000e+02,6.250000000000000000e+02,-2.333775348431073926e+00
9.840000000000000000e+02,6.250000000000000000e+02,-2.545836613622626921e+00
1.008000000000000000e+03,6.250000000000000000e+02,4.660186283764246262e+00
1.032000000000000000e+03,6.250000000000000000e+02,-3.615460346736343311e+00
1.056000000000000000e+03,6.250000000000000000e+02,2.889237648937523772e-01
1.080000000000000000e+03,6.250000000000000000e+02,-1.665514507771239661e+00
1.104000000000000000e+03,6.250000000000000000e+02,2.137341353937419086e+00
1.128000000000000000e+03,6.250000000000000000e+02,-1.804069742298433754e+00
1.152000000000000000e+03,6.250000000000000000e+02,-1.953052355365144654e+00
