-0.0092239583;2.6248041e-07;
-0.0092110907;2.5773076e-07;
-0.009198223;2.5467451e-07;
-0.0091853554;2.5988185e-07;
-0.0091724877;2.5993092e-07;
-0.0091596201;2.6150454e-07;
-0.0091467525;2.5543249e-07;
-0.0091338848;2.5821298e-07;
-0.0091210172;2.5986456e-07;
-0.0091081495;2.6257431e-07;
-0.0090952819;2.6479756e-07;
-0.0090824142;2.6469939e-07;
-0.0090695466;2.6547609e-07;
-0.0090566789;2.5796903e-07;
-0.0090438113;2.600537e-07;
-0.0090309436;2.6045216e-07;
-0.009018076;2.6175867e-07;
-0.0090052083;2.5920341e-07;
-0.0089923407;2.6250794e-07;
-0.008979473;2.5514961e-07;
-0.0089666054;2.5754322e-07;
-0.0089537377;2.6029484e-07;
-0.0089408701;2.6393866e-07;
-0.0089280025;2.638275e-07;
-0.0089151348;2.6180927e-07;
-0.0089022672;2.6049553e-07;
-0.0088893995;2.6059659e-07;
-0.0088765319;2.662139e-07;
-0.0088636642;2.6602768e-07;
-0.0088507966;2.6319087e-07;
-0.0088379289;2.5877183e-07;
-0.0088250613;2.6022127e-07;
-0.0088121936;2.5792729e-07;
-0.008799326;2.5983149e-07;
-0.0087864583;2.630682e-07;
-0.0087735907;2.6234927e-07;
-0.008760723;2.5687487e-07;
-0.0087478554;2.5996578e-07;
-0.0087349877;2.628661e-07;
-0.0087221201;2.6064431e-07;
-0.0087092525;2.5983442e-07;
-0.0086963848;2.5720697e-07;
-0.0086835172;2.5949372e-07;
-0.0086706495;2.6006832e-07;
-0.0086577819;2.6220494e-07;
-0.0086449142;2.5346068e-07;
-0.0086320466;2.5769784e-07;
-0.0086191789;2.6324584e-07;
-0.0086063113;2.632574e-07;
-0.0085934436;2.6325162e-07;
-0.008580576;2.6394169e-07;
-0.0085677083;2.6232912e-07;
-0.0085548407;2.6076999e-07;
-0.008541973;2.6302789e-07;
-0.0085291054;2.6329931e-07;
-0.0085162377;2.6627613e-07;
-0.0085033701;2.6513997e-07;
-0.0084905025;2.6230319e-07;
-0.0084776348;2.5893655e-07;
-0.0084647672;2.6393598e-07;
-0.0084518995;2.6170552e-07;
-0.0084390319;2.5986197e-07;
-0.0084261642;2.5492611e-07;
-0.0084132966;2.5714356e-07;
-0.0084004289;2.6086535e-07;
-0.0083875613;2.6073108e-07;
-0.0083746936;2.6913611e-07;
-0.008361826;2.6549085e-07;
-0.0083489583;2.6193657e-07;
-0.0083360907;2.6158143e-07;
-0.008323223;2.6136056e-07;
-0.0083103554;2.6056943e-07;
-0.0082974877;2.5980284e-07;
-0.0082846201;2.5733421e-07;
-0.0082717525;2.6390575e-07;
-0.0082588848;2.6323158e-07;
-0.0082460172;2.6385379e-07;
-0.0082331495;2.6528592e-07;
-0.0082202819;2.652484e-07;
-0.0082074142;2.6703276e-07;
-0.0081945466;2.6750197e-07;
-0.0081816789;2.6714539e-07;
-0.0081688113;2.6643222e-07;
-0.0081559436;2.6857029e-07;
-0.008143076;2.686165e-07;
-0.0081302083;2.663456e-07;
-0.0081173407;2.6726668e-07;
-0.008104473;2.6495537e-07;
-0.0080916054;2.7011214e-07;
-0.0080787377;2.6338756e-07;
-0.0080658701;2.6321722e-07;
-0.0080530025;2.6223843e-07;
-0.0080401348;2.3801664e-07;
-0.0080272672;2.6367922e-07;
-0.0080143995;2.6658386e-07;
-0.0080015319;2.6540009e-07;
-0.0079886642;2.6637745e-07;
-0.0079757966;2.6444005e-07;
-0.0079629289;2.6255318e-07;
-0.0079500613;2.6709928e-07;
-0.0079371936;2.6250411e-07;
-0.007924326;2.6270769e-07;
